name,type,stats,description,colection,card_link
Drafna's Restoration,Sorcery,-,Put any number of target artifact cards from target player’s graveyard on top of their library in any order.,Antiquities (ATQ),https://scryfall.com/card/atq/8/drafnas-restoration
Energy Flux,Enchantment,-,"All artifacts have “At the beginning of your upkeep, sacrifice this artifact unless you pay  .”",Antiquities (ATQ),https://scryfall.com/card/atq/9/energy-flux
Hurkyl's Recall,Instant,-,Return all artifacts target player owns to their hand.,Antiquities (ATQ),https://scryfall.com/card/atq/10/hurkyls-recall
Power Artifact,Enchantment | Aura,-,Enchant artifact Enchanted artifact’s activated abilities cost   less to activate. This effect can’t reduce the mana in that cost to less than one mana.,Antiquities (ATQ),https://scryfall.com/card/atq/11/power-artifact
Reconstruction,Sorcery,-,Return target artifact card from your graveyard to your hand.,Antiquities (ATQ),https://scryfall.com/card/atq/12/reconstruction
Sage of Lat-Nam,Creature | Human Artificer,1/2,", Sacrifice an artifact: Draw a card.",Antiquities (ATQ),https://scryfall.com/card/atq/13/sage-of-lat-nam
Transmute Artifact,Sorcery,-,"Sacrifice an artifact. If you do, search your library for an artifact card. If that card’s mana value is less than or equal to the sacrificed artifact’s mana value, put it onto the battlefield. If it’s greater, you may pay  , where X is the difference. If you do, put it onto the battlefield. If you don’t, put it into its owner’s graveyard. Then shuffle.",Antiquities (ATQ),https://scryfall.com/card/atq/14/transmute-artifact
Artifact Possession,Enchantment | Aura,-,"Enchant artifact Whenever enchanted artifact becomes tapped or a player activates an ability of enchanted artifact without   in its activation cost, Artifact Possession deals 2 damage to that artifact’s controller.",Antiquities (ATQ),https://scryfall.com/card/atq/15/artifact-possession
Gate to Phyrexia,Enchantment,-,Sacrifice a creature: Destroy target artifact. Activate only during your upkeep and only once each turn.,Antiquities (ATQ),https://scryfall.com/card/atq/16/gate-to-phyrexia
Haunting Wind,Enchantment,-,"Whenever an artifact becomes tapped or a player activates an artifact’s ability without   in its activation cost, Haunting Wind deals 1 damage to that artifact’s controller.",Antiquities (ATQ),https://scryfall.com/card/atq/17/haunting-wind
Phyrexian Gremlins,Creature | Phyrexian Gremlin,1/1,You may choose not to untap Phyrexian Gremlins during your untap step. : Tap target artifact. It doesn’t untap during its controller’s untap step for as long as Phyrexian Gremlins remains tapped.,Antiquities (ATQ),https://scryfall.com/card/atq/18/phyrexian-gremlins
Priest of Yawgmoth,Creature | Phyrexian Human Cleric,1/2,", Sacrifice an artifact: Add an amount of   equal to the sacrificed artifact’s mana value.",Antiquities (ATQ),https://scryfall.com/card/atq/19/priest-of-yawgmoth
Xenic Poltergeist,Creature | Spirit,1/1,": Until your next upkeep, target noncreature artifact becomes an artifact creature with power and toughness each equal to its mana value.",Antiquities (ATQ),https://scryfall.com/card/atq/20/xenic-poltergeist
Yawgmoth Demon,Creature | Phyrexian Demon,6/6,"Flying  First strike  At the beginning of your upkeep, you may sacrifice an artifact. If you don’t, tap Yawgmoth Demon and it deals 2 damage to you.",Antiquities (ATQ),https://scryfall.com/card/atq/21/yawgmoth-demon
Artifact Blast,Instant,-,Counter target artifact spell.,Antiquities (ATQ),https://scryfall.com/card/atq/22/artifact-blast
Atog,Creature | Atog,1/2,Sacrifice an artifact: Atog gets +2/+2 until end of turn.,Antiquities (ATQ),https://scryfall.com/card/atq/23/atog
Detonate,Sorcery,-,Destroy target artifact with mana value X. It can’t be regenerated. Detonate deals X damage to that artifact’s controller.,Antiquities (ATQ),https://scryfall.com/card/atq/24/detonate
Dwarven Weaponsmith,Creature | Dwarf Artificer,1/1,", Sacrifice an artifact: Put a +1/+1 counter on target creature. Activate only during your upkeep.",Antiquities (ATQ),https://scryfall.com/card/atq/25/dwarven-weaponsmith
Goldnight Commander,Creature | Human Cleric Soldier,2/2,"Whenever another creature enters the battlefield under your control, creatures you control get +1/+1 until end of turn.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/27/goldnight-commander
Kor Cartographer,Creature | Kor Scout,2/2,"When Kor Cartographer enters the battlefield, you may search your library for a Plains card, put it onto the battlefield tapped, then shuffle.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/28/kor-cartographer
Marshal's Anthem,Enchantment,-,"Multikicker    Creatures you control get +1/+1. When Marshal’s Anthem enters the battlefield, return up to X target creature cards from your graveyard to the battlefield, where X is the number of times Marshal’s Anthem was kicked.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/29/marshals-anthem
Momentary Blink,Instant,-,"Exile target creature you control, then return it to the battlefield under its owner’s control. Flashback   ",Kaldheim Commander (KHC),https://scryfall.com/card/khc/30/momentary-blink
Restoration Angel,Creature | Angel,3/4,"Flash Flying When Restoration Angel enters the battlefield, you may exile target non-Angel creature you control, then return that card to the battlefield under your control.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/31/restoration-angel
Return to Dust,Instant,-,"Exile target artifact or enchantment. If you cast this spell during your main phase, you may exile up to one other target artifact or enchantment.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/32/return-to-dust
Storm Herd,Sorcery,-,"Create X 1/1 white Pegasus creature tokens with flying, where X is your life total.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/33/storm-herd
Sun Titan,Creature | Giant,6/6,"Vigilance Whenever Sun Titan enters the battlefield or attacks, you may return target permanent card with mana value 3 or less from your graveyard to the battlefield.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/34/sun-titan
Wall of Omens,Creature | Wall,0/4,"Defender When Wall of Omens enters the battlefield, draw a card.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/35/wall-of-omens
Arcane Artisan,Creature | Human Wizard,0/3,",  : Target player draws a card, then exiles a card from their hand. If a creature card is exiled this way, that player creates a token that’s a copy of that card. When Arcane Artisan leaves the battlefield, exile all tokens created with it at the beginning of the next end step.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/36/arcane-artisan
Curse of the Swine,Sorcery,-,"Exile X target creatures. For each creature exiled this way, its controller creates a 2/2 green Boar creature token.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/37/curse-of-the-swine
Day of the Dragons,Enchantment,-,"When Day of the Dragons enters the battlefield, exile all creatures you control. Then create that many 5/5 red Dragon creature tokens with flying. When Day of the Dragons leaves the battlefield, sacrifice all Dragons you control. Then return the exiled cards to the battlefield under your control.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/38/day-of-the-dragons
Ghostly Flicker,Instant,-,"Exile two target artifacts, creatures, and/or lands you control, then return those cards to the battlefield under your control.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/39/ghostly-flicker
Inspired Sphinx,Creature | Sphinx,5/5,"Flying When Inspired Sphinx enters the battlefield, draw cards equal to the number of opponents you have. : Create a 1/1 colorless Thopter artifact creature token with flying.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/40/inspired-sphinx
Mist Raven,Creature | Bird,2/2,"Flying When Mist Raven enters the battlefield, return target creature to its owner’s hand.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/41/mist-raven
Mulldrifter,Creature | Elemental,2/2,"Flying When Mulldrifter enters the battlefield, draw two cards. Evoke   ",Kaldheim Commander (KHC),https://scryfall.com/card/khc/42/mulldrifter
Sea Gate Oracle,Creature | Human Wizard,1/3,"When Sea Gate Oracle enters the battlefield, look at the top two cards of your library. Put one of them into your hand and the other on the bottom of your library.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/43/sea-gate-oracle
Synthetic Destiny,Instant,-,"Exile all creatures you control. At the beginning of the next end step, reveal cards from the top of your library until you reveal that many creature cards, put all creature cards revealed this way onto the battlefield, then shuffle the rest of the revealed cards into your library.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/44/synthetic-destiny
Whirler Rogue,Creature | Human Rogue Artificer,2/2,"When Whirler Rogue enters the battlefield, create two 1/1 colorless Thopter artifact creature tokens with flying. Tap two untapped artifacts you control: Target creature can’t be blocked this turn.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/45/whirler-rogue
Windfall,Sorcery,-,"Each player discards their hand, then draws cards equal to the greatest number of cards a player discarded this way.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/46/windfall
Ambition's Cost,Sorcery,-,You draw three cards and you lose 3 life.,Kaldheim Commander (KHC),https://scryfall.com/card/khc/47/ambitions-cost
Eyeblight Cullers,Creature | Elf Warrior,3/3,"When Eyeblight Cullers dies, create three 1/1 green Elf Warrior creature tokens, then mill three cards. ",Kaldheim Commander (KHC),https://scryfall.com/card/khc/48/eyeblight-cullers
Eyeblight Massacre,Sorcery,-,Non-Elf creatures get -2/-2 until end of turn.,Kaldheim Commander (KHC),https://scryfall.com/card/khc/49/eyeblight-massacre
Lys Alana Scarblade,Creature | Elf Assassin,1/1,", Discard an Elf card: Target creature gets -X/-X until end of turn, where X is the number of Elves you control.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/50/lys-alana-scarblade
"Miara, Thorn of the Glade",Legendary Creature | Elf Scout,1/2,"Whenever Miara, Thorn of the Glade or another Elf you control dies, you may pay   and 1 life. If you do, draw a card. Partner ",Kaldheim Commander (KHC),https://scryfall.com/card/khc/51/miara-thorn-of-the-glade
Pride of the Perfect,Enchantment,-,Elves you control get +2/+0.,Kaldheim Commander (KHC),https://scryfall.com/card/khc/52/pride-of-the-perfect
Prowess of the Fair,Tribal Enchantment | Elf,-,"Whenever another nontoken Elf is put into your graveyard from the battlefield, you may create a 1/1 green Elf Warrior creature token.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/53/prowess-of-the-fair
Beast Whisperer,Creature | Elf Druid,2/3,"Whenever you cast a creature spell, draw a card.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/54/beast-whisperer
Cultivator of Blades,Creature | Elf Artificer,1/1,"Fabricate 2  Whenever Cultivator of Blades attacks, you may have other attacking creatures get +X/+X until end of turn, where X is Cultivator of Blades’s power.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/55/cultivator-of-blades
Tundra Fumarole,Snow Sorcery,-,"Tundra Fumarole deals 4 damage to target creature or planeswalker. Add   for each   spent to cast this spell. Until end of turn, you don’t lose this mana as steps and phases end. ",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/156s/tundra-fumarole
Battle Mammoth,Creature | Elephant,6/5,"Trample Whenever a permanent you control becomes the target of a spell or ability an opponent controls, you may draw a card. Foretell   ",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/160p/battle-mammoth
Battle Mammoth,Creature | Elephant,6/5,"Trample Whenever a permanent you control becomes the target of a spell or ability an opponent controls, you may draw a card. Foretell   ",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/160s/battle-mammoth
Blessing of Frost,Snow Sorcery,-,"Distribute X +1/+1 counters among any number of creatures you control, where X is the amount of   spent to cast this spell. Then draw a card for each creature you control with power 4 or greater.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/161p/blessing-of-frost
Blessing of Frost,Snow Sorcery,-,"Distribute X +1/+1 counters among any number of creatures you control, where X is the amount of   spent to cast this spell. Then draw a card for each creature you control with power 4 or greater.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/161s/blessing-of-frost
Elvish Warmaster,Creature | Elf Warrior,2/2,"Whenever one or more other Elves enter the battlefield under your control, create a 1/1 green Elf Warrior creature token. This ability triggers only once each turn. : Elves you control get +2/+2 and gain deathtouch until end of turn.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/167p/elvish-warmaster
Elvish Warmaster,Creature | Elf Warrior,2/2,"Whenever one or more other Elves enter the battlefield under your control, create a 1/1 green Elf Warrior creature token. This ability triggers only once each turn. : Elves you control get +2/+2 and gain deathtouch until end of turn.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/167s/elvish-warmaster
"Esika, God of the Tree",Legendary Creature | God,1/4,"Vigilance : Add one mana of any color. Other legendary creatures you control have vigilance and “ : Add one mana of any color.” At the beginning of your upkeep, reveal cards from the top of your library until you reveal a creature or planeswalker card. Put that card onto the battlefield and the rest on the bottom of your library in a random order.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/168s/esika-god-of-the-tree-the-prismatic-bridge
Esika's Chariot,Legendary Artifact | Vehicle,4/4,"When Esika’s Chariot enters the battlefield, create two 2/2 green Cat creature tokens. Whenever Esika’s Chariot attacks, create a token that’s a copy of target token you control. Crew 4",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/169p/esikas-chariot
Esika's Chariot,Legendary Artifact | Vehicle,4/4,"When Esika’s Chariot enters the battlefield, create two 2/2 green Cat creature tokens. Whenever Esika’s Chariot attacks, create a token that’s a copy of target token you control. Crew 4",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/169s/esikas-chariot
In Search of Greatness,Enchantment,-,"At the beginning of your upkeep, you may cast a permanent spell from your hand with mana value equal to 1 plus the highest mana value among other permanents you control without paying its mana cost. If you don’t, scry 1.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/177p/in-search-of-greatness
In Search of Greatness,Enchantment,-,"At the beginning of your upkeep, you may cast a permanent spell from your hand with mana value equal to 1 plus the highest mana value among other permanents you control without paying its mana cost. If you don’t, scry 1.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/177s/in-search-of-greatness
"Jorn, God of Winter",Legendary Snow Creature | God,3/3,"Whenever Jorn attacks, untap each snow permanent you control. : You may play target snow permanent card from your graveyard this turn. If you do, it enters the battlefield tapped.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/179s/jorn-god-of-winter-kaldring-the-rimestaff
"Kolvori, God of Kinship",Legendary Creature | God,2/4,"As long as you control three or more legendary creatures, Kolvori gets +4/+2 and has vigilance. ,  : Look at the top six cards of your library. You may reveal a legendary creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. As The Ringhart Crest enters the battlefield, choose a creature type. : Add  . Spend this mana only to cast a creature spell of the chosen type or a legendary creature spell.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/181s/kolvori-god-of-kinship-the-ringhart-crest
Old-Growth Troll,Creature | Troll Warrior,4/4,"Trample When Old-Growth Troll dies, if it was a creature, return it to the battlefield. It’s an Aura enchantment with enchant Forest you control and “Enchanted Forest has ‘ : Add  ’ and ‘ ,  , Sacrifice this land: Create a tapped 4/4 green Troll Warrior creature token with trample.’”",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/185p/old-growth-troll
Old-Growth Troll,Creature | Troll Warrior,4/4,"Trample When Old-Growth Troll dies, if it was a creature, return it to the battlefield. It’s an Aura enchantment with enchant Forest you control and “Enchanted Forest has ‘ : Add  ’ and ‘ ,  , Sacrifice this land: Create a tapped 4/4 green Troll Warrior creature token with trample.’”",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/185s/old-growth-troll
Realmwalker,Creature | Shapeshifter,2/3,"Changeling  As Realmwalker enters the battlefield, choose a creature type. You may look at the top card of your library any time. You may cast creature spells of the chosen type from the top of your library.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/188p/realmwalker
Realmwalker,Creature | Shapeshifter,2/3,"Changeling  As Realmwalker enters the battlefield, choose a creature type. You may look at the top card of your library any time. You may cast creature spells of the chosen type from the top of your library.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/188s/realmwalker
"Toski, Bearer of Secrets",Legendary Creature | Squirrel,1/1,"This spell can’t be countered. Indestructible Toski, Bearer of Secrets attacks each combat if able. Whenever a creature you control deals combat damage to a player, draw a card.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/197p/toski-bearer-of-secrets
"Toski, Bearer of Secrets",Legendary Creature | Squirrel,1/1,"This spell can’t be countered. Indestructible Toski, Bearer of Secrets attacks each combat if able. Whenever a creature you control deals combat damage to a player, draw a card.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/197s/toski-bearer-of-secrets
Tyvar Kell,Legendary Planeswalker | Tyvar,Loyalty: 3,"Elves you control have “ : Add  .” +1: Put a +1/+1 counter on up to one target Elf. Untap it. It gains deathtouch until end of turn. 0: Create a 1/1 green Elf Warrior creature token. −6: You get an emblem with “Whenever you cast an Elf spell, it gains haste until end of turn and you draw two cards.”",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/198p/tyvar-kell
Tyvar Kell,Legendary Planeswalker | Tyvar,Loyalty: 3,"Elves you control have “ : Add  .” +1: Put a +1/+1 counter on up to one target Elf. Untap it. It gains deathtouch until end of turn. 0: Create a 1/1 green Elf Warrior creature token. −6: You get an emblem with “Whenever you cast an Elf spell, it gains haste until end of turn and you draw two cards.”",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/198s/tyvar-kell
"Vorinclex, Monstrous Raider",Legendary Creature | Phyrexian Praetor,6/6,"Trample, haste If you would put one or more counters on a permanent or player, put twice that many of each of those kinds of counters on that permanent or player instead. If an opponent would put one or more counters on a permanent or player, they put half that many of each of those kinds of counters on that permanent or player instead, rounded down.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/199p/vorinclex-monstrous-raider
"Vorinclex, Monstrous Raider",Legendary Creature | Phyrexian Praetor,6/6,"Trample, haste If you would put one or more counters on a permanent or player, put twice that many of each of those kinds of counters on that permanent or player instead. If an opponent would put one or more counters on a permanent or player, they put half that many of each of those kinds of counters on that permanent or player instead, rounded down.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/199s/vorinclex-monstrous-raider
Battle for Bretagard,Enchantment | Saga,-,"I — Create a 1/1 white Human Warrior creature token. II — Create a 1/1 green Elf Warrior creature token. III — Choose any number of artifact tokens and/or creature tokens you control with different names. For each of them, create a token that’s a copy of it.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/203p/battle-for-bretagard
Battle for Bretagard,Enchantment | Saga,-,"I — Create a 1/1 white Human Warrior creature token. II — Create a 1/1 green Elf Warrior creature token. III — Choose any number of artifact tokens and/or creature tokens you control with different names. For each of them, create a token that’s a copy of it.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/203s/battle-for-bretagard
Spark Harvest,Sorcery,-,"As an additional cost to cast this spell, sacrifice a creature or pay  . Destroy target creature or planeswalker.",Commander Legends (CMR),https://scryfall.com/card/cmr/150/spark-harvest
Supernatural Stamina,Instant,-,"Until end of turn, target creature gets +2/+0 and gains “When this creature dies, return it to the battlefield tapped under its owner’s control.”",Commander Legends (CMR),https://scryfall.com/card/cmr/151/supernatural-stamina
Szat's Will,Instant,-,"Choose one. If you control a commander as you cast this spell, you may choose both. • Each opponent sacrifices a creature they control with the greatest power. • Exile all cards from all opponents’ graveyards, then create X 0/1 black Thrull creature tokens, where X is the greatest power among creature cards exiled this way.",Commander Legends (CMR),https://scryfall.com/card/cmr/152/szats-will
"Tevesh Szat, Doom of Fools",Legendary Planeswalker | Szat,Loyalty: 4,"+2: Create two 0/1 black Thrull creature tokens. +1: You may sacrifice another creature or planeswalker. If you do, draw two cards, then draw another card if the sacrificed permanent was a commander. −10: Gain control of all commanders. Put all commanders from the command zone onto the battlefield under your control. Tevesh Szat, Doom of Fools can be your commander. Partner",Commander Legends (CMR),https://scryfall.com/card/cmr/153/tevesh-szat-doom-of-fools
Thorn of the Black Rose,Creature | Human Assassin,1/3,"Deathtouch When Thorn of the Black Rose enters the battlefield, you become the monarch.",Commander Legends (CMR),https://scryfall.com/card/cmr/154/thorn-of-the-black-rose
"Tormod, the Desecrator",Legendary Creature | Zombie Wizard,4/2,"Whenever one or more cards leave your graveyard, create a tapped 2/2 black Zombie creature token. Partner ",Commander Legends (CMR),https://scryfall.com/card/cmr/155/tormod-the-desecrator
Vampiric Tutor,Instant,-,"Search your library for a card, then shuffle and put that card on top. You lose 2 life.",Commander Legends (CMR),https://scryfall.com/card/cmr/156/vampiric-tutor
Victimize,Sorcery,-,"Choose two target creature cards in your graveyard. Sacrifice a creature. If you do, return the chosen cards to the battlefield tapped.",Commander Legends (CMR),https://scryfall.com/card/cmr/157/victimize
Viscera Seer,Creature | Vampire Wizard,1/1,Sacrifice a creature: Scry 1. ,Commander Legends (CMR),https://scryfall.com/card/cmr/158/viscera-seer
Vow of Torment,Enchantment | Aura,-,"Enchant creature Enchanted creature gets +2/+2, has menace, and can’t attack you or planeswalkers you control. ",Commander Legends (CMR),https://scryfall.com/card/cmr/159/vow-of-torment
"Alena, Kessig Trapper",Legendary Creature | Human Scout,4/3,First strike : Add an amount of   equal to the greatest power among creatures you control that entered the battlefield this turn. Partner ,Commander Legends (CMR),https://scryfall.com/card/cmr/160/alena-kessig-trapper
Aurora Phoenix,Creature | Phoenix,5/3,"Flying Cascade  Whenever you cast a spell with cascade, return Aurora Phoenix from your graveyard to your hand.",Commander Legends (CMR),https://scryfall.com/card/cmr/161/aurora-phoenix
Blasphemous Act,Sorcery,-,This spell costs   less to cast for each creature on the battlefield. Blasphemous Act deals 13 damage to each creature.,Commander Legends (CMR),https://scryfall.com/card/cmr/162/blasphemous-act
Boarding Party,Creature | Human Pirate,6/3,Haste Cascade ,Commander Legends (CMR),https://scryfall.com/card/cmr/163/boarding-party
Brazen Freebooter,Creature | Human Pirate,3/3,"When Brazen Freebooter enters the battlefield, create a Treasure token. ",Commander Legends (CMR),https://scryfall.com/card/cmr/164/brazen-freebooter
"Breeches, Brazen Plunderer",Legendary Creature | Goblin Pirate,3/3,"Menace Whenever one or more Pirates you control deal damage to your opponents, exile the top card of each of those opponents’ libraries. You may play those cards this turn, and you may spend mana as though it were mana of any color to cast those spells. Partner ",Commander Legends (CMR),https://scryfall.com/card/cmr/165/breeches-brazen-plunderer
Burning Anger,Enchantment | Aura,-,Enchant creature Enchanted creature has “ : This creature deals damage equal to its power to any target.”,Commander Legends (CMR),https://scryfall.com/card/cmr/166/burning-anger
Champion of the Flame,Creature | Human Warrior,1/1,Trample Champion of the Flame gets +2/+2 for each Aura and Equipment attached to it.,Commander Legends (CMR),https://scryfall.com/card/cmr/167/champion-of-the-flame
Coastline Marauders,Creature | Human Pirate,0/3,"Trample Whenever Coastline Marauders attacks, it gets +1/+0 until end of turn for each land defending player controls. Encore   ",Commander Legends (CMR),https://scryfall.com/card/cmr/168/coastline-marauders
Coercive Recruiter,Creature | Orc Pirate,4/3,"Whenever Coercive Recruiter or another Pirate enters the battlefield under your control, gain control of target creature until end of turn. Untap that creature. Until end of turn, it gains haste and becomes a Pirate in addition to its other types.",Commander Legends (CMR),https://scryfall.com/card/cmr/169/coercive-recruiter
Court of Ire,Enchantment,-,"When Court of Ire enters the battlefield, you become the monarch. At the beginning of your upkeep, Court of Ire deals 2 damage to any target. If you’re the monarch, it deals 7 damage instead.",Commander Legends (CMR),https://scryfall.com/card/cmr/170/court-of-ire
Crimson Fleet Commodore,Creature | Ogre Pirate,5/2,"Trample When Crimson Fleet Commodore enters the battlefield, you become the monarch.",Commander Legends (CMR),https://scryfall.com/card/cmr/171/crimson-fleet-commodore
"Dargo, the Shipwrecker",Legendary Creature | Giant Pirate,7/5,"As an additional cost to cast this spell, you may sacrifice any number of artifacts and/or creatures. This spell costs   less to cast for each permanent sacrificed this way and   less to cast for each other artifact or creature you’ve sacrificed this turn. Trample Partner ",Commander Legends (CMR),https://scryfall.com/card/cmr/172/dargo-the-shipwrecker
Dragon Egg,Creature | Dragon Egg,0/2,"Defender When Dragon Egg dies, create a 2/2 red Dragon creature token with flying and “ : This creature gets +1/+0 until end of turn.”",Commander Legends (CMR),https://scryfall.com/card/cmr/173/dragon-egg
Dragon Mantle,Enchantment | Aura,-,"Enchant creature When Dragon Mantle enters the battlefield, draw a card. Enchanted creature has “ : This creature gets +1/+0 until end of turn.”",Commander Legends (CMR),https://scryfall.com/card/cmr/174/dragon-mantle
Emberwilde Captain,Creature | Djinn Pirate,4/2,"When Emberwilde Captain enters the battlefield, you become the monarch. Whenever an opponent attacks you while you’re the monarch, Emberwilde Captain deals damage to that player equal to the number of cards in their hand.",Commander Legends (CMR),https://scryfall.com/card/cmr/175/emberwilde-captain
Explosion of Riches,Sorcery,-,"Draw a card, then each other player may draw a card. Whenever a card is drawn this way, Explosion of Riches deals 5 damage to target opponent chosen at random from among your opponents.",Commander Legends (CMR),https://scryfall.com/card/cmr/176/explosion-of-riches
Fathom Fleet Swordjack,Creature | Orc Pirate,4/3,"Whenever Fathom Fleet Swordjack attacks, it deals damage to the player or planeswalker it’s attacking equal to the number of artifacts you control. Encore   ",Commander Legends (CMR),https://scryfall.com/card/cmr/177/fathom-fleet-swordjack
Goblin Artisans,Creature | Goblin Artificer,1/1,": Flip a coin. If you win the flip, draw a card. If you lose the flip, counter target artifact spell you control that isn’t the target of an ability from another creature named Goblin Artisans.",Antiquities (ATQ),https://scryfall.com/card/atq/26/goblin-artisans
Orcish Mechanics,Creature | Orc,1/1,", Sacrifice an artifact: Orcish Mechanics deals 2 damage to any target.",Antiquities (ATQ),https://scryfall.com/card/atq/27/orcish-mechanics
Shatterstorm,Sorcery,-,Destroy all artifacts. They can’t be regenerated.,Antiquities (ATQ),https://scryfall.com/card/atq/28/shatterstorm
Argothian Pixies,Creature | Faerie,2/1,Argothian Pixies can’t be blocked by artifact creatures. Prevent all damage that would be dealt to Argothian Pixies by artifact creatures.,Antiquities (ATQ),https://scryfall.com/card/atq/29/argothian-pixies
Argothian Treefolk,Creature | Treefolk,3/5,Prevent all damage that would be dealt to Argothian Treefolk by artifact sources.,Antiquities (ATQ),https://scryfall.com/card/atq/30/argothian-treefolk
Citanul Druid,Creature | Human Druid,1/1,"Whenever an opponent casts an artifact spell, put a +1/+1 counter on Citanul Druid.",Antiquities (ATQ),https://scryfall.com/card/atq/31/citanul-druid
Crumble,Instant,-,Destroy target artifact. It can’t be regenerated. That artifact’s controller gains life equal to its mana value.,Antiquities (ATQ),https://scryfall.com/card/atq/32/crumble
Gaea's Avenger,Creature | Treefolk,1+*/1+*,Gaea’s Avenger’s power and toughness are each equal to 1 plus the number of artifacts your opponents control.,Antiquities (ATQ),https://scryfall.com/card/atq/33/gaeas-avenger
Powerleech,Enchantment,-,"Whenever an artifact an opponent controls becomes tapped or an opponent activates an artifact’s ability without   in its activation cost, you gain 1 life.",Antiquities (ATQ),https://scryfall.com/card/atq/34/powerleech
Titania's Song,Enchantment,-,"Each noncreature artifact loses all abilities and becomes an artifact creature with power and toughness each equal to its mana value. If Titania’s Song leaves the battlefield, this effect continues until end of turn.",Antiquities (ATQ),https://scryfall.com/card/atq/35/titanias-song
Amulet of Kroog,Artifact,-,",  : Prevent the next 1 damage that would be dealt to any target this turn.",Antiquities (ATQ),https://scryfall.com/card/atq/36/amulet-of-kroog
Armageddon Clock,Artifact,-,"At the beginning of your upkeep, put a doom counter on Armageddon Clock. At the beginning of your draw step, Armageddon Clock deals damage equal to the number of doom counters on it to each player. : Remove a doom counter from Armageddon Clock. Any player may activate this ability but only during any upkeep step.",Antiquities (ATQ),https://scryfall.com/card/atq/37/armageddon-clock
Ashnod's Altar,Artifact,-,Sacrifice a creature: Add  .,Antiquities (ATQ),https://scryfall.com/card/atq/38/ashnods-altar
Ashnod's Battle Gear,Artifact,-,"You may choose not to untap Ashnod’s Battle Gear during your untap step. ,  : Target creature you control gets +2/-2 for as long as Ashnod’s Battle Gear remains tapped.",Antiquities (ATQ),https://scryfall.com/card/atq/39/ashnods-battle-gear
Ashnod's Transmogrant,Artifact,-,", Sacrifice Ashnod’s Transmogrant: Put a +1/+1 counter on target nonartifact creature. That creature becomes an artifact in addition to its other types.",Antiquities (ATQ),https://scryfall.com/card/atq/40/ashnods-transmogrant
Battering Ram,Artifact Creature | Construct,1/1,"At the beginning of combat on your turn, Battering Ram gains banding until end of combat.  Whenever Battering Ram becomes blocked by a Wall, destroy that Wall at end of combat.",Antiquities (ATQ),https://scryfall.com/card/atq/41/battering-ram
